OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Region,Country,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,IsReturn,SalesOutlier,OrderMonth,OrderYear,OrderQuarter,DayOfWeek,ShippingDelayDays,ProfitMargin
ORD-100981,2023-12-09,2023-12-11,First Class,CUST-00676,Ahmed Kim,Home Office,South,Brazil,PRD-1014,Whiteboard 3x2ft,Office Supplies,3,31.9,0.0,95.7,35.48,False,False,2023-12,2023,2023Q4,Saturday,2,0.3707419017763845
ORD-101093,2024-08-16,2024-08-18,First Class,CUST-00448,John Garcia,Home Office,North,USA,PRD-1015,Printer Ink Cartridge,Office Supplies,4,27.59,0.0,110.36,47.55,False,False,2024-08,2024,2024Q3,Friday,2,0.4308626313881841
ORD-101637,2023-05-28,2023-06-05,Standard Class,CUST-00658,Susan Williams,Corporate,East,South Korea,PRD-1006,Portable SSD 1TB,Electronics,2,92.59,0.0,185.18,54.81,False,False,2023-05,2023,2023Q2,Sunday,8,0.2959822875040501
ORD-105220,2023-11-11,2023-11-15,Second Class,CUST-00718,Michael Wang,Consumer,South,Argentina,PRD-1025,Coffee Table,Furniture,3,111.41,0.0,334.23,144.11,False,False,2023-11,2023,2023Q4,Saturday,4,0.431170152290339
ORD-100660,2024-11-25,2024-11-29,Second Class,CUST-00050,Robert Lee,Consumer,North,Canada,PRD-1044,Protein Bar Pack,Grocery,5,14.61,0.0,73.05,30.78,False,False,2024-11,2024,2024Q4,Monday,4,0.42135523613963044
ORD-102232,2023-09-04,2023-09-08,First Class,CUST-00802,Liam Moore,Home Office,West,Spain,PRD-1021,Office Desk,Furniture,2,210.56,0.2,336.9,61.95,False,False,2023-09,2023,2023Q3,Monday,4,0.18388245770258238
ORD-101721,2024-11-16,2024-11-16,Same Day,CUST-00284,Marie Davis,Corporate,North,USA,PRD-1015,Printer Ink Cartridge,Office Supplies,4,28.11,0.0,112.44,36.72,False,False,2024-11,2024,2024Q4,Saturday,0,0.3265741728922092
ORD-100327,2023-09-25,2023-10-01,Second Class,CUST-00605,Charles Wilson,Consumer,South,Brazil,PRD-1015,Printer Ink Cartridge,Office Supplies,5,24.3,0.0,121.5,38.34,False,False,2023-09,2023,2023Q3,Monday,6,0.3155555555555556
ORD-101776,2023-02-13,2023-02-13,Same Day,CUST-00625,Yuki Brown,Home Office,East,South Korea,PRD-1042,Almond Butter Jar,Grocery,3,7.92,0.0,23.76,10.24,False,False,2023-02,2023,2023Q1,Monday,0,0.43097643097643096
ORD-100023,2023-02-11,2023-02-15,Second Class,CUST-00817,Elizabeth Johnson,Corporate,South,Brazil,PRD-1031,Women's Jeans,Clothing,1,35.61,0.0,35.61,15.66,False,False,2023-02,2023,2023Q1,Saturday,4,0.4397641112047178
ORD-103836,2024-11-03,2024-11-04,Same Day,CUST-00822,Jessica Dubois,Consumer,South,Argentina,PRD-1036,Yoga Pants,Clothing,2,31.98,0.0,63.96,26.2,False,False,2024-11,2024,2024Q4,Sunday,1,0.40963101938711693
ORD-104385,2023-07-29,2023-07-31,First Class,CUST-00407,Joseph Brown,Corporate,South,Mexico,PRD-1034,Baseball Cap,Clothing,2,16.4,0.0,32.8,9.79,False,False,2023-07,2023,2023Q3,Saturday,2,0.29847560975609755
ORD-101338,2024-12-05,2024-12-06,Same Day,CUST-00278,Richard Dubois,Corporate,South,Brazil,PRD-1009,Power Bank 20000mAh,Electronics,3,44.59,0.0,133.77,34.4,False,False,2024-12,2024,2024Q4,Thursday,1,0.2571578081782163
ORD-100179,2023-09-17,2023-09-20,First Class,CUST-00001,Linda Smith,Corporate,East,China,PRD-1011,Stapler,Office Supplies,3,6.88,0.05,19.61,5.21,False,False,2023-09,2023,2023Q3,Sunday,3,0.26568077511473737
ORD-100619,2024-07-08,2024-07-14,Standard Class,CUST-00846,Barbara Miller,Consumer,West,UK,PRD-1011,Stapler,Office Supplies,2,7.43,0.0,14.86,4.73,False,False,2024-07,2024,2024Q3,Monday,6,0.31830417227456265
ORD-105563,2023-02-13,2023-02-20,Standard Class,CUST-00594,Olivia Martinez,Home Office,East,South Korea,PRD-1001,Bluetooth Speaker,Electronics,4,39.44,0.0,157.76,68.71,False,False,2023-02,2023,2023Q1,Monday,7,0.43553498985801214
ORD-100924,2024-05-19,2024-05-23,First Class,CUST-00848,Olivia Miller,Corporate,East,Japan,PRD-1024,Bar Stool,Furniture,3,52.32,0.0,156.96,41.92,False,False,2024-05,2024,2024Q2,Sunday,4,0.2670744138634047
ORD-104237,2024-01-15,2024-01-15,Same Day,CUST-00044,Jessica Garcia,Corporate,South,Argentina,PRD-1008,27-inch Monitor,Electronics,3,244.74,0.05,697.51,172.21,False,False,2024-01,2024,2024Q1,Monday,0,0.2468925176699976
ORD-103601,2023-12-11,2023-12-11,Same Day,CUST-00768,Robert Thomas,Consumer,West,UK,PRD-1038,Leather Belt,Clothing,2,22.13,0.0,44.26,12.56,False,False,2023-12,2023,2023Q4,Monday,0,0.28377767736104836
ORD-105342,2023-09-29,2023-10-04,Second Class,CUST-00763,Marie Garcia,Consumer,East,Japan,PRD-1036,Yoga Pants,Clothing,1,27.95,0.0,27.95,10.26,False,False,2023-09,2023,2023Q3,Friday,5,0.3670840787119857
ORD-103368,2024-11-16,2024-11-18,Same Day,CUST-00703,Thomas Anderson,Corporate,East,China,PRD-1044,Protein Bar Pack,Grocery,3,14.46,0.0,43.38,17.14,False,False,2024-11,2024,2024Q4,Saturday,2,0.39511295527893037
ORD-102525,2023-11-03,2023-11-10,Standard Class,CUST-00363,Marie Muller,Home Office,East,China,PRD-1027,Wardrobe,Furniture,3,360.22,0.1,972.59,314.21,False,True,2023-11,2023,2023Q4,Friday,7,0.32306521761482226
ORD-105585,2023-07-13,2023-07-17,First Class,CUST-00146,Marie Dubois,Home Office,East,China,PRD-1027,Wardrobe,Furniture,2,360.74,0.0,721.48,270.27,False,False,2023-07,2023,2023Q3,Thursday,4,0.37460497865498693
ORD-101446,2024-06-28,2024-07-06,Standard Class,CUST-00334,Carlos Wilson,Corporate,South,Mexico,PRD-1017,File Cabinet,Office Supplies,5,109.15,0.0,545.75,238.36,False,False,2024-06,2024,2024Q2,Friday,8,0.4367567567567568
ORD-104749,2024-12-19,2024-12-27,Standard Class,CUST-00307,Elizabeth Davis,Consumer,East,Japan,PRD-1023,Dining Table,Furniture,4,439.94,0.0,1759.76,484.98,False,True,2024-12,2024,2024Q4,Thursday,8,0.2755943992362595
ORD-101438,2023-11-24,2023-11-30,Second Class,CUST-00481,Barbara Wang,Consumer,West,UK,PRD-1012,Sticky Notes Pack,Office Supplies,1,3.55,0.0,3.55,1.25,False,False,2023-11,2023,2023Q4,Friday,6,0.35211267605633806
ORD-101619,2023-06-17,2023-06-19,First Class,CUST-00724,Sarah Wang,Consumer,East,South Korea,PRD-1012,Sticky Notes Pack,Office Supplies,2,3.35,0.0,6.7,1.73,False,False,2023-06,2023,2023Q2,Saturday,2,0.2582089552238806
ORD-102325,2024-12-24,2024-12-25,Same Day,CUST-00155,Patricia Sharma,Home Office,South,Argentina,PRD-1026,Bed Frame Queen,Furniture,1,327.96,0.2,262.37,78.63,False,False,2024-12,2024,2024Q4,Tuesday,1,0.29969127567938403
ORD-101541,2024-07-28,2024-08-03,Standard Class,CUST-00065,Patricia Brown,Consumer,South,Argentina,PRD-1006,Portable SSD 1TB,Electronics,2,112.49,0.0,224.98,62.53,False,False,2024-07,2024,2024Q3,Sunday,6,0.27793581651702376
ORD-104882,2023-02-05,2023-02-07,Same Day,CUST-00033,Joseph Kim,Consumer,West,France,PRD-1039,Sneakers,Clothing,3,64.08,0.1,173.02,36.46,False,False,2023-02,2023,2023Q1,Sunday,2,0.21072708357415326
ORD-102539,2023-11-22,2023-11-26,First Class,CUST-00654,Susan Silva,Consumer,South,Brazil,PRD-1046,Honey Jar,Grocery,4,7.47,0.0,29.88,8.67,False,False,2023-11,2023,2023Q4,Wednesday,4,0.2901606425702811
ORD-104752,2024-12-15,2024-12-20,Second Class,CUST-00047,Joseph Muller,Home Office,West,France,PRD-1005,Smartwatch,Electronics,3,192.2,0.0,576.6,215.75,False,False,2024-12,2024,2024Q4,Sunday,5,0.37417620534165796
ORD-105606,2024-12-26,2024-12-27,Same Day,CUST-00662,Elizabeth Lee,Corporate,North,USA,PRD-1015,Printer Ink Cartridge,Office Supplies,6,28.41,0.15,144.89,43.45,False,False,2024-12,2024,2024Q4,Thursday,1,0.2998826696114294
ORD-102005,2024-07-07,2024-07-11,First Class,CUST-00780,Jessica Thomas,Home Office,East,India,PRD-1044,Protein Bar Pack,Grocery,1,13.63,0.05,12.95,4.54,False,False,2024-07,2024,2024Q3,Sunday,4,0.3505791505791506
ORD-102814,2024-11-07,2024-11-07,Same Day,CUST-00288,Jessica Brown,Consumer,West,Germany,PRD-1027,Wardrobe,Furniture,5,408.12,0.0,2040.6,721.94,False,True,2024-11,2024,2024Q4,Thursday,0,0.35378810153876317
ORD-104824,2023-02-04,2023-02-06,Same Day,CUST-00464,Charles Moore,Corporate,North,USA,PRD-1010,A4 Paper Ream,Office Supplies,1,4.51,0.2,3.61,0.9,False,False,2023-02,2023,2023Q1,Saturday,2,0.24930747922437674
ORD-101624,2024-01-10,2024-01-14,First Class,CUST-00742,Jennifer Johnson,Corporate,West,Germany,PRD-1024,Bar Stool,Furniture,4,50.14,0.05,190.53,76.31,False,False,2024-01,2024,2024Q1,Wednesday,4,0.40051435469479874
ORD-102641,2024-05-18,2024-05-26,Standard Class,CUST-00414,Charles Brown,Consumer,East,India,PRD-1017,File Cabinet,Office Supplies,3,105.35,0.0,316.05,102.92,False,False,2024-05,2024,2024Q2,Saturday,8,0.32564467647524126
ORD-105913,2024-05-10,2024-05-12,First Class,CUST-00604,William Williams,Home Office,East,China,PRD-1034,Baseball Cap,Clothing,4,17.65,0.1,63.54,21.4,False,False,2024-05,2024,2024Q2,Friday,2,0.3367957192319798
ORD-100266,2024-10-09,2024-10-13,First Class,CUST-00680,Robert Khan,Corporate,North,USA,PRD-1032,Running Shoes,Clothing,2,74.06,0.0,148.12,44.06,False,False,2024-10,2024,2024Q4,Wednesday,4,0.2974615176883608
ORD-100896,2024-09-15,2024-09-19,First Class,CUST-00846,Barbara Miller,Consumer,West,UK,PRD-1001,Bluetooth Speaker,Electronics,1,49.7,0.0,49.7,15.65,False,False,2024-09,2024,2024Q3,Sunday,4,0.3148893360160966
ORD-105663,2023-05-17,2023-05-25,Standard Class,CUST-00813,Fatima Wang,Home Office,South,Brazil,PRD-1030,Men's T-Shirt,Clothing,1,13.43,0.0,13.43,5.38,False,False,2023-05,2023,2023Q2,Wednesday,8,0.4005956813104989
ORD-104382,2023-04-07,2023-04-08,Same Day,CUST-00536,Hans Johnson,Corporate,East,India,PRD-1013,Desk Organizer,Office Supplies,6,12.96,0.15,66.1,20.89,False,False,2023-04,2023,2023Q2,Friday,1,0.31603630862329807
ORD-104099,2024-03-06,2024-03-14,Standard Class,CUST-00387,Thomas Wilson,Consumer,East,Japan,PRD-1021,Office Desk,Furniture,1,227.39,0.15,193.28,64.93,False,False,2024-03,2024,2024Q1,Wednesday,8,0.33593750000000006
ORD-104529,2023-01-07,2023-01-08,Same Day,CUST-00318,James Anderson,Corporate,South,Argentina,PRD-1046,Honey Jar,Grocery,1,6.72,0.15,5.71,1.74,False,False,2023-01,2023,2023Q1,Saturday,1,0.30472854640980734
ORD-103746,2024-06-30,2024-07-08,Standard Class,CUST-00397,Mary Williams,Home Office,East,India,PRD-1005,Smartwatch,Electronics,1,175.02,0.2,140.02,42.23,False,False,2024-06,2024,2024Q2,Sunday,8,0.3015997714612198
ORD-103004,2023-05-02,2023-05-05,First Class,CUST-00363,Marie Muller,Home Office,East,South Korea,PRD-1017,File Cabinet,Office Supplies,2,95.86,0.0,191.72,69.39,False,False,2023-05,2023,2023Q2,Tuesday,3,0.3619340705195076
ORD-100560,2023-08-20,2023-08-26,Second Class,CUST-00353,Linda Kim,Consumer,South,Mexico,PRD-1021,Office Desk,Furniture,1,211.09,0.0,211.09,78.46,False,False,2023-08,2023,2023Q3,Sunday,6,0.37168980055900325
ORD-105099,2023-08-22,2023-08-26,Second Class,CUST-00207,Robert Anderson,Corporate,South,Argentina,PRD-1026,Bed Frame Queen,Furniture,3,274.12,0.0,822.36,281.3,False,False,2023-08,2023,2023Q3,Tuesday,4,0.34206430273846006
ORD-102095,2023-07-17,2023-07-19,First Class,CUST-00171,John Smith,Home Office,West,Spain,PRD-1026,Bed Frame Queen,Furniture,4,279.17,0.0,1116.68,326.5,False,True,2023-07,2023,2023Q3,Monday,2,0.29238456854246514
ORD-105612,2024-12-09,2024-12-10,Same Day,CUST-00686,Michael Jackson,Home Office,North,Canada,PRD-1024,Bar Stool,Furniture,4,58.66,0.0,234.64,82.15,False,False,2024-12,2024,2024Q4,Monday,1,0.35011080804636896
ORD-104663,2024-12-07,2024-12-11,Second Class,CUST-00038,Yuki Garcia,Consumer,West,UK,PRD-1034,Baseball Cap,Clothing,1,18.87,0.0,18.87,8.24,False,False,2024-12,2024,2024Q4,Saturday,4,0.43667196608373077
ORD-102655,2023-09-24,2023-10-01,Standard Class,CUST-00290,Fatima Muller,Consumer,West,Germany,PRD-1031,Women's Jeans,Clothing,2,37.52,0.0,75.04,19.83,False,False,2023-09,2023,2023Q3,Sunday,7,0.26425906183368864
ORD-100205,2024-09-23,2024-09-25,First Class,CUST-00346,Richard Smith,Home Office,East,South Korea,PRD-1037,Wool Sweater,Clothing,3,55.2,0.0,165.6,73.75,False,False,2024-09,2024,2024Q3,Monday,2,0.44535024154589375
ORD-101747,2024-04-24,2024-04-27,First Class,CUST-00474,Jennifer Davis,Home Office,North,USA,PRD-1024,Bar Stool,Furniture,5,53.55,0.0,267.75,83.05,False,False,2024-04,2024,2024Q2,Wednesday,3,0.31017740429505136
ORD-105253,2023-12-07,2023-12-14,Standard Class,CUST-00624,Carlos Silva,Consumer,West,France,PRD-1036,Yoga Pants,Clothing,2,28.51,0.05,54.17,22.19,False,False,2023-12,2023,2023Q4,Thursday,7,0.40963633007199557
ORD-103173,2023-02-27,2023-03-01,First Class,CUST-00626,Joseph Jackson,Home Office,North,Canada,PRD-1015,Printer Ink Cartridge,Office Supplies,3,22.42,0.15,57.17,12.28,False,False,2023-02,2023,2023Q1,Monday,2,0.2147979709637922
ORD-101584,2023-11-12,2023-11-13,Same Day,CUST-00757,Susan Martinez,Corporate,West,UK,PRD-1037,Wool Sweater,Clothing,1,50.11,0.0,50.11,20.36,False,False,2023-11,2023,2023Q4,Sunday,1,0.4063061265216524
ORD-101014,2023-06-18,2023-06-19,Same Day,CUST-00749,Sarah Miller,Corporate,North,USA,PRD-1032,Running Shoes,Clothing,2,64.85,0.0,129.7,34.81,False,False,2023-06,2023,2023Q2,Sunday,1,0.2683885890516577
ORD-105714,2024-11-07,2024-11-11,First Class,CUST-00216,Priya Lee,Corporate,West,Germany,PRD-1007,Mechanical Keyboard,Electronics,2,93.49,0.0,186.98,49.4,False,False,2024-11,2024,2024Q4,Thursday,4,0.26419937961279283
ORD-104911,2024-08-10,2024-08-14,First Class,CUST-00659,Susan Wang,Home Office,North,Canada,PRD-1039,Sneakers,Clothing,2,78.5,0.05,149.15,58.39,False,False,2024-08,2024,2024Q3,Saturday,4,0.3914850821320818
ORD-101970,2024-02-07,2024-02-11,First Class,CUST-00646,Ahmed Moore,Corporate,West,Spain,PRD-1005,Smartwatch,Electronics,5,172.89,0.0,864.45,340.09,False,False,2024-02,2024,2024Q1,Wednesday,4,0.39341778009138756
ORD-101683,2024-10-20,2024-10-28,Standard Class,CUST-00182,Karen Muller,Corporate,South,Brazil,PRD-1046,Honey Jar,Grocery,1,8.51,0.05,8.08,2.31,False,False,2024-10,2024,2024Q4,Sunday,8,0.28589108910891087
ORD-100066,2023-02-18,2023-02-24,Standard Class,CUST-00663,James Rodriguez,Corporate,East,China,PRD-1035,Formal Shirt,Clothing,2,30.28,0.0,60.56,16.12,False,False,2023-02,2023,2023Q1,Saturday,6,0.2661822985468956
ORD-101751,2023-09-16,2023-09-20,Second Class,CUST-00448,John Garcia,Home Office,North,Canada,PRD-1049,Dark Chocolate Bar,Grocery,4,3.55,0.0,14.2,4.28,False,False,2023-09,2023,2023Q3,Saturday,4,0.3014084507042254
ORD-103109,2023-11-09,2023-11-10,Same Day,CUST-00595,Joseph Tanaka,Home Office,South,Brazil,PRD-1043,Green Tea Box,Grocery,4,4.87,0.1,17.53,3.4,False,False,2023-11,2023,2023Q4,Thursday,1,0.1939532230462065
ORD-103011,2024-04-26,2024-04-27,Same Day,CUST-00603,Yuki Khan,Corporate,North,Canada,PRD-1002,USB-C Hub,Electronics,1,28.13,0.0,28.13,10.92,False,False,2024-04,2024,2024Q2,Friday,1,0.38819765375044435
ORD-103359,2023-03-05,2023-03-11,Standard Class,CUST-00332,Fatima Garcia,Consumer,South,Brazil,PRD-1023,Dining Table,Furniture,1,348.89,0.0,348.89,117.86,False,False,2023-03,2023,2023Q1,Sunday,6,0.33781421078276824
ORD-101394,2024-05-19,2024-05-21,Same Day,CUST-00262,Marie Lee,Corporate,North,Canada,PRD-1040,Organic Coffee Beans 1kg,Grocery,3,16.05,0.0,48.15,17.39,False,False,2024-05,2024,2024Q2,Sunday,2,0.3611630321910696
ORD-101135,2024-08-02,2024-08-10,Standard Class,CUST-00740,Karen Khan,Corporate,South,Mexico,PRD-1032,Running Shoes,Clothing,-1,74.89,0.0,-74.89,-20.36,True,False,2024-08,2024,2024Q3,Friday,8,0.271865402590466
ORD-100027,2023-04-30,2023-05-06,Second Class,CUST-00182,Karen Muller,Corporate,South,Brazil,PRD-1018,Ergonomic Chair,Office Supplies,5,167.33,0.05,794.82,192.33,False,False,2023-04,2023,2023Q2,Sunday,6,0.24197931607156337
ORD-103934,2023-03-16,2023-03-23,Standard Class,CUST-00087,David Patel,Corporate,West,Spain,PRD-1028,Recliner Chair,Furniture,1,287.34,0.15,244.24,46.06,False,False,2023-03,2023,2023Q1,Thursday,7,0.18858499836226664
ORD-104647,2024-07-13,2024-07-19,Standard Class,CUST-00113,Priya Williams,Corporate,East,Japan,PRD-1039,Sneakers,Clothing,4,79.9,0.0,319.6,81.15,False,False,2024-07,2024,2024Q3,Saturday,6,0.2539111389236546
ORD-101452,2023-06-19,2023-06-23,Second Class,CUST-00512,Joseph Brown,Corporate,East,China,PRD-1034,Baseball Cap,Clothing,3,16.24,0.15,41.41,13.93,False,False,2023-06,2023,2023Q2,Monday,4,0.33639217580294617
ORD-105388,2023-12-07,2023-12-09,Same Day,CUST-00814,Robert Moore,Corporate,North,USA,PRD-1011,Stapler,Office Supplies,3,7.22,0.05,20.58,6.86,False,False,2023-12,2023,2023Q4,Thursday,2,0.33333333333333337
ORD-102766,2023-03-03,2023-03-04,Same Day,CUST-00291,Emma Patel,Home Office,South,Argentina,PRD-1026,Bed Frame Queen,Furniture,1,272.85,0.2,218.28,64.21,False,False,2023-03,2023,2023Q1,Friday,1,0.29416345977643393
ORD-103888,2023-01-28,2023-01-31,First Class,CUST-00335,Susan Moore,Home Office,West,UK,PRD-1016,Ballpoint Pen Box,Office Supplies,2,5.51,0.0,11.02,4.2,False,False,2023-01,2023,2023Q1,Saturday,3,0.38112522686025413
ORD-102288,2024-09-09,2024-09-11,Same Day,CUST-00322,Joseph Rodriguez,Home Office,East,China,PRD-1005,Smartwatch,Electronics,1,179.97,0.0,179.97,60.95,False,False,2024-09,2024,2024Q3,Monday,2,0.3386675557037284
ORD-102868,2023-04-01,2023-04-08,Standard Class,CUST-00735,Mary Williams,Home Office,West,France,PRD-1011,Stapler,Office Supplies,1,6.42,0.05,6.1,2.09,False,False,2023-04,2023,2023Q2,Saturday,7,0.34262295081967215
ORD-102523,2024-07-10,2024-07-17,Standard Class,CUST-00015,James Kim,Consumer,South,Argentina,PRD-1012,Sticky Notes Pack,Office Supplies,4,3.69,0.0,14.76,6.33,False,False,2024-07,2024,2024Q3,Wednesday,7,0.4288617886178862
ORD-101761,2024-12-02,2024-12-06,First Class,CUST-00497,Fatima Thomas,Consumer,North,Canada,PRD-1033,Winter Jacket,Clothing,2,112.64,0.05,214.02,83.24,False,False,2024-12,2024,2024Q4,Monday,4,0.3889356134940659
ORD-103661,2023-05-01,2023-05-06,Second Class,CUST-00829,Patricia Lee,Corporate,West,Germany,PRD-1018,Ergonomic Chair,Office Supplies,3,170.94,0.0,512.82,197.99,False,False,2023-05,2023,2023Q2,Monday,5,0.3860808860808861
ORD-101326,2024-10-17,2024-10-22,Second Class,CUST-00703,Thomas Anderson,Corporate,East,China,PRD-1023,Dining Table,Furniture,3,438.44,0.1,1183.79,257.09,False,True,2024-10,2024,2024Q4,Thursday,5,0.21717534359979387
ORD-100190,2024-03-02,2024-03-10,Standard Class,CUST-00798,Ahmed Muller,Home Office,East,India,PRD-1039,Sneakers,Clothing,5,74.78,0.0,373.9,128.31,False,False,2024-03,2024,2024Q1,Saturday,8,0.3431666220914683
ORD-100871,2024-07-17,2024-07-25,Standard Class,CUST-00557,Charles Davis,Consumer,South,Mexico,PRD-1040,Organic Coffee Beans 1kg,Grocery,1,16.53,0.0,16.53,6.85,False,False,2024-07,2024,2024Q3,Wednesday,8,0.41439806412583174
ORD-102129,2024-08-25,2024-08-31,Standard Class,CUST-00589,Charles Dubois,Home Office,South,Argentina,PRD-1027,Wardrobe,Furniture,3,400.5,0.0,1201.5,332.77,False,True,2024-08,2024,2024Q3,Sunday,6,0.2769621306699958
ORD-102078,2023-11-19,2023-11-27,Standard Class,CUST-00521,Noah Khan,Corporate,East,China,PRD-1008,27-inch Monitor,Electronics,4,249.89,0.0,999.56,262.61,False,True,2023-11,2023,2023Q4,Sunday,8,0.26272559926367606
ORD-100149,2023-08-23,2023-08-26,First Class,CUST-00038,Yuki Garcia,Consumer,West,France,PRD-1030,Men's T-Shirt,Clothing,1,14.02,0.1,12.62,3.09,False,False,2023-08,2023,2023Q3,Wednesday,3,0.24484944532488115
ORD-105951,2024-05-21,2024-05-29,Standard Class,CUST-00076,Priya Brown,Corporate,West,Spain,PRD-1041,Olive Oil 1L,Grocery,2,11.37,0.15,19.33,4.74,False,False,2024-05,2024,2024Q2,Tuesday,8,0.24521469218830835
ORD-102389,2023-11-15,2023-11-21,Second Class,CUST-00164,Emma Wilson,Corporate,West,Spain,PRD-1049,Dark Chocolate Bar,Grocery,4,3.64,0.0,14.56,6.36,False,False,2023-11,2023,2023Q4,Wednesday,6,0.4368131868131868
ORD-102374,2024-09-13,2024-09-17,First Class,CUST-00442,Patricia Tanaka,Home Office,West,France,PRD-1037,Wool Sweater,Clothing,2,54.59,0.0,109.18,38.58,False,False,2024-09,2024,2024Q3,Friday,4,0.35336142150577027
ORD-100024,2024-05-15,2024-05-19,First Class,CUST-00606,Hans Garcia,Corporate,South,Mexico,PRD-1003,Noise Cancelling Headphones,Electronics,3,158.89,0.0,476.67,121.93,False,False,2024-05,2024,2024Q2,Wednesday,4,0.2557954140180838
ORD-101380,2023-02-03,2023-02-06,First Class,CUST-00675,John Jackson,Corporate,North,Canada,PRD-1032,Running Shoes,Clothing,3,59.22,0.0,177.66,46.84,False,False,2023-02,2023,2023Q1,Friday,3,0.26364966790498706
ORD-102388,2023-11-14,2023-11-20,Standard Class,CUST-00646,Ahmed Moore,Corporate,West,France,PRD-1013,Desk Organizer,Office Supplies,2,14.68,0.05,27.89,9.33,False,False,2023-11,2023,2023Q4,Tuesday,6,0.3345285048404446
ORD-102890,2023-08-10,2023-08-14,Second Class,CUST-00286,Emma Moore,Corporate,South,Argentina,PRD-1016,Ballpoint Pen Box,Office Supplies,3,5.74,0.0,17.22,4.31,False,False,2023-08,2023,2023Q3,Thursday,4,0.2502903600464576
